State,Medical School,Course,Class,Required or Recommended?,Additional Info,Credit Hours,Lab?,Pass/Fail,AP Credit,Online Course,Community College
NH,Geisel School of Medicine at Dartmouth,Mathematics,MATH,Required,"One half-year (3 credit hours or equivalent) of college-level mathematics, including either calculus or statistics. We adjust our credit hour requirement to reflect how your school awards credits.  Please list credit hours as they appear on your transcript.",3,-1,0,0.0,1.0,1.0
NH,Geisel School of Medicine at Dartmouth,Physics,PHYS,Required,One year (8 credit hours or equivalent) of physics coursework. Any completed physics coursework may be used to meet this requirement. We adjust our credit hour requirement to reflect how your school awards credits. Please list credit hours as they appear on your transcript. We expect completion of any lab section offered in conjunction with your physics coursework.,8,1,0,0.0,1.0,1.0
NJ,Cooper Medical School of Rowan University,Biochemistry,CHEM,Recommended,,,-1,-1,-1.0,-1.0,-1.0
NJ,Cooper Medical School of Rowan University,Biology,BIOL,Required,,8,1,-1,-1.0,1.0,1.0
NJ,Cooper Medical School of Rowan University,Chemistry,CHEM,Required,Inorganic Chemistry is required with 8 credit hours and Organic Chemistry is recommended.,,1,-1,-1.0,1.0,1.0
NJ,Cooper Medical School of Rowan University,Physics,PHYS,Recommended,,,1,-1,-1.0,-1.0,-1.0
NJ,Cooper Medical School of Rowan University,Psychology,BESS,Recommended,,,-1,-1,-1.0,-1.0,-1.0
NJ,Cooper Medical School of Rowan University,Statistics,MATH,Recommended,,,-1,-1,-1.0,-1.0,-1.0
NJ,Hackensack Meridian School of Medicine,Anatomy,BIOL,Recommended,,8,1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Biochemistry,CHEM,Recommended,Two semesters of courses with laboratory (select from the following options):Organic ChemistryBiochemistryPhysicsAnatomy/PhysiologyZoologyBotany,4,1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Biology,BIOL,Required,Two semesters of General Biology course and two semesters of Biology Lab (lab may be substituted for biology courses completed with lab components),8,1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Botany,BIOL,Recommended,"Two semesters of courses with laboratory (select from the following options):Organic Chemistry, Biochemistry, Physics, Anatomy/Physiology, Zoology, Botany",3,1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Cell Biology,BIOL,Recommended,,3,-1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Chemistry,CHEM,Required,Two semesters of General Inorganic Chemistry course and two semesters of Chemistry Lab (may be substituted for chemistry courses completed with lab components),8,1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Composition & Rhetoric,ENGL,Required,,3,-1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Ecology,BIOL,Recommended,,3,-1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Economics,BESS,Recommended,,3,-1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Literature,ENGL,Required,,3,-1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Physiology,BIOL,Recommended,,8,1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Statistics,MATH,Required,"One semester of Mathematics/Science-related such as, but not limited to:Statistics, Biostatistics, Epidemiology, Genetics, Calculus",3,-1,1,1.0,1.0,1.0
NJ,Hackensack Meridian School of Medicine,Zoology,BIOL,Recommended,"Two semesters of courses with laboratory (select from the following options): Organic Chemistry, Biochemistry, Physics, Anatomy/Physiology, Zoology, Botany",4,1,1,1.0,1.0,1.0
NJ,Rutgers New Jersey Medical School,Biochemistry,CHEM,Required,Biochemistry,3,-1,-1,-1.0,-1.0,-1.0
NJ,Rutgers New Jersey Medical School,Biology,BIOL,Required,Two semesters of General Biology,6,1,0,1.0,0.0,1.0
NJ,Rutgers New Jersey Medical School,Chemistry,CHEM,Required,Two semesters of General Chemistry and one semester of Organic Chemistry I,9,1,0,0.0,0.0,0.0
NJ,Rutgers New Jersey Medical School,Creative Writing,ENGL,Required,,3,-1,-1,-1.0,-1.0,-1.0
NJ,Rutgers New Jersey Medical School,Mathematics,MATH,Required,,3,-1,0,1.0,0.0,1.0
NJ,Rutgers New Jersey Medical School,Physical Chemistry,CHEM,Required,Organic chemistry,3,1,-1,-1.0,-1.0,-1.0
NJ,Rutgers New Jersey Medical School,Physics,PHYS,Required,Two semesters of Physics,6,1,0,1.0,0.0,-1.0
NJ,Rutgers New Jersey Medical School,Psychology,BESS,Recommended,Psychology and/or Sociology,,-1,-1,-1.0,-1.0,-1.0
NJ,Rutgers New Jersey Medical School,Sociology,BESS,Recommended,Psychology and/or Sociology,,-1,-1,-1.0,-1.0,-1.0
NJ,"Rutgers, Robert Wood Johnson Medical School",Biochemistry,CHEM,Required,One semester of biochemistry is required.  This can be from your university's biology department.,3,-1,1,-1.0,1.0,1.0
NJ,"Rutgers, Robert Wood Johnson Medical School",Biology,BIOL,Required,A general biology course with lab is required though the name differ by university.  Students can use AP credit.,8,1,1,1.0,1.0,1.0
NJ,"Rutgers, Robert Wood Johnson Medical School",Chemistry,CHEM,Required,"A year of general chemistry course plus lab (inorganic chemistry or other names) is required.  This can be substituted with AP credit or taken at a community college or online.  Additionally, we require an Organic chemistry plus lab course.  We prefer that organic chemistry be taken in person at your four-year college. AP will not count towards the organic chemistry requirement.  Please contact the admissions options for consideration of other approaches.",12,1,1,1.0,1.0,1.0
NJ,"Rutgers, Robert Wood Johnson Medical School",Composition & Rhetoric,ENGL,Required,We require a year of writing intensive coursework.  This can be an English department course or any other department such as philosophy or other.,6,-1,1,1.0,1.0,1.0
NJ,"Rutgers, Robert Wood Johnson Medical School",Mathematics,MATH,Required,We do allow a biostatistics or any level mathematics course to count towards this requirement.,3,-1,1,1.0,1.0,1.0
NJ,"Rutgers, Robert Wood Johnson Medical School",Physics,PHYS,Required,,4,1,1,1.0,1.0,1.0
NM,University of New Mexico School of Medicine,Biochemistry,CHEM,Required,Applicants must take one semester or two quarters of Biochemistry. Course must be at the 300 or 400 level.,3,-1,0,-1.0,0.0,-1.0
NM,University of New Mexico School of Medicine,Biology,BIOL,Required,"Applicants must take two semesters or three quarters of human-based Biology courses with a corresponding lab. Examples include, but are not limited to, Cell and Molecular Biology, Genetics, Microbiology, and Anatomy and Physiology.",8,1,0,0.0,0.0,1.0
NM,University of New Mexico School of Medicine,Chemistry,CHEM,Required,Applicants must take two semesters or three quarters of General Chemistry 1 and 2 with a corresponding lab.,8,1,0,0.0,0.0,1.0
NM,University of New Mexico School of Medicine,Organic Chemistry,CHEM,Required,Applicants must take two semesters or three quarters of Organic Chemistry 1 and 2 with a corresponding lab.,8,1,0,0.0,0.0,1.0
NM,University of New Mexico School of Medicine,Physics,PHYS,Required,Applicants must take two semesters or three quarters of General Physics 1 and 2. Algebra or Calculus-based Physics is preferred.,6,-1,0,0.0,0.0,1.0
NM,University of New Mexico School of Medicine,Psychology,BESS,Recommended,,3,-1,1,1.0,1.0,1.0
NM,University of New Mexico School of Medicine,Sociology,BESS,Recommended,,3,-1,1,1.0,1.0,1.0
NV,Kirk Kerkorian School of Medicine at UNLV,Biochemistry,CHEM,Required,"Choose any College/University level 100 or higher Biochemistry, preferably one that has General Chemistry and/or Organic Chemistry as a pre-req. *Some restrictions may apply, please see our website for details.",3,-1,0,-1.0,1.0,1.0
NV,Kirk Kerkorian School of Medicine at UNLV,Biology,BIOL,Required,"Choose any College/University level 100 and higher biology, preferably human over plant or animal. The entire requirement is 3 biology courses, 1 must have a lab. *Some restrictions may apply, please see our website for details.",10,1,0,-1.0,1.0,1.0
NV,Kirk Kerkorian School of Medicine at UNLV,Psychology,BESS,Required,"Behavioral Science, preferably Psychology but Sociology also accepted. College/University level 100 or higher. *Some restrictions may apply, please see our website for details.",3,-1,0,-1.0,1.0,1.0
NV,Roseman University College of Medicine,Anthropology,BESS,Required,"Two semesters of humanities courses are required. An Anthropology may satisfied the requirement, but other courses may also be eligible",6,-1,-1,1.0,1.0,1.0
NV,Roseman University College of Medicine,Biochemistry,CHEM,Required,1 Semester of Biochemistry,3,-1,-1,1.0,1.0,1.0
NV,Roseman University College of Medicine,Biology,BIOL,Required,Two semesters of biology,6,-1,-1,1.0,1.0,1.0
NV,Roseman University College of Medicine,Inorganic Chemistry,CHEM,Required,2 Semesters of Inorganic Chemistry are required.,6,-1,-1,1.0,1.0,1.0
NV,Roseman University College of Medicine,Sociology,BESS,Required,"One semester of a Social Science course is required. Sociology may count for the requirement, but other courses may also be eligible",3,-1,-1,1.0,1.0,1.0
NV,Roseman University College of Medicine,Statistics,MATH,Required,1 Semester of Statistics,3,-1,-1,1.0,1.0,1.0
NV,"University of Nevada, Reno School of Medicine",Biochemistry,CHEM,Required,,3,1,0,1.0,1.0,1.0
NV,"University of Nevada, Reno School of Medicine",Biology,BIOL,Required,2 Credits must be labs and 6 must be Upper Division,15,1,0,1.0,1.0,1.0
NV,"University of Nevada, Reno School of Medicine",Chemistry,CHEM,Required,2 Credits must be upper division,8,1,0,1.0,1.0,1.0
NV,"University of Nevada, Reno School of Medicine",Physical Chemistry,CHEM,Required,"8 Credits Organic Chemistry, 2 must be Labs",8,1,0,1.0,1.0,1.0
NV,"University of Nevada, Reno School of Medicine",Physics,PHYS,Required,2 Credits,8,1,0,1.0,1.0,1.0
NV,"University of Nevada, Reno School of Medicine",Psychology,BESS,Required,Psychology or Sociology,3,1,0,1.0,1.0,1.0
NY,Albany Medical College,Biology,BIOL,Required,"Albany Medical College requires successful completion of two semesters of Biology  with related laboratory experience. Examples of biology courses include molecular biology, genetics, cell biology/cell physiology, neuroscience, virology, and anatomy, although applicants are not required to take courses with these specific titles",8,1,-1,1.0,0.0,1.0
NY,Albany Medical College,Chemistry,CHEM,Required,"Albany Medical College requires successful completion of two semesters of Inorganic Chemistry AND two semesters of Organic Chemistry with related laboratory experience in each course. Inorganic Chemistry:Examples of inorganic chemistry courses include introductory inorganic chemistry, structure and bonding, principles of chemistry, solid state chemistry, physical chemistry, and chemical synthesis.Organic Chemistry:The organic chemistry requirement can be fulfilled with either two semesters of organic chemistry with related lab or one semester of organic chemistry and one semester of biochemistry (taken through the chemistry department) with related lab.",16,1,-1,1.0,0.0,1.0
NY,Albany Medical College,Physics,PHYS,Required,Albany Medical College requires successful completion of two semesters of Physics with related laboratory experience.,8,1,-1,1.0,0.0,1.0
NY,Albert Einstein College of Medicine,Biochemistry,CHEM,Recommended,,3,1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Biology,BIOL,Required,,8,1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Cell Biology,BIOL,Required,,4,-1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Chemistry,CHEM,Required,One year of basic chemistry.,8,1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Genetics,BIOL,Recommended,,3,-1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Literature,ENGL,Required,One year of English as selected by the applicant.,6,-1,-1,1.0,0.0,1.0
NY,Albert Einstein College of Medicine,Mathematics,MATH,Required,One year of mathematics.  Computer Science or Statistics may be substituted unless application is made to the MD/PhD program in which case calculus is required.,6,-1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Physics,PHYS,Required,One year of basic physics,8,1,-1,1.0,0.0,0.0
NY,Albert Einstein College of Medicine,Psychology,BESS,Recommended,Any course work in the behavioral and social sciences is acceptable.,6,-1,1,1.0,1.0,1.0
NY,Columbia University Vagelos College of Physicians and Surgeons,Biochemistry,CHEM,Required,"One semester of Biochemistry, lab recommended but not required",,-1,0,-1.0,0.0,1.0
NY,Columbia University Vagelos College of Physicians and Surgeons,Biology,BIOL,Required,"One year of Biology with labs. For applicants whose undergraduate college accepted Advanced Placement (AP) credit to satisfy the requirement, we require one year of advanced study. This additional year must include at least one semester of the lab and two semesters are recommended.",,1,0,1.0,0.0,1.0
NY,Columbia University Vagelos College of Physicians and Surgeons,Chemistry,CHEM,Required,"One year of general chemistry with lab. For applicants whose undergraduate college accepted Advanced Placement (AP) credit to satisfy the requirement in introductory-level Chemistry, no additional upper-level Chemistry is required beyond Organic Chemistry.",,1,0,1.0,0.0,1.0
NY,Columbia University Vagelos College of Physicians and Surgeons,Literature,ENGL,Required,One year of English or other writing-intensive courses.,,-1,0,1.0,0.0,1.0
NY,Columbia University Vagelos College of Physicians and Surgeons,Organic Chemistry,CHEM,Required,One year of organic chemistry with lab,,1,0,-1.0,0.0,1.0
NY,Columbia University Vagelos College of Physicians and Surgeons,Physics,PHYS,Required,"One year of Physics with one semester of the lab. For applicants whose undergraduate college accepted Advanced Placement (AP) credit to satisfy the requirement in introductory-level Physics, no additonal Physics coursework is required.",,1,0,1.0,0.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Biochemistry,CHEM,Recommended,,4,1,-1,-1.0,-1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Biology,BIOL,Recommended,,8,1,-1,-1.0,-1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Calculus,MATH,Recommended,,3,-1,-1,-1.0,1.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Chemistry,CHEM,Recommended,Inorganic Chem I and II (8 credit hours)Organic Chem I and II (8 credit hours),16,1,-1,-1.0,-1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Composition & Rhetoric,ENGL,Recommended,,6,-1,-1,-1.0,-1.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Genetics,BIOL,Recommended,,3,-1,-1,-1.0,1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Inorganic Chemistry,CHEM,Recommended,,8,1,-1,-1.0,-1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Mathematics,MATH,Recommended,,3,-1,-1,-1.0,1.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Organic Chemistry,CHEM,Recommended,,8,1,-1,-1.0,-1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Physics,PHYS,Recommended,,8,1,-1,-1.0,-1.0,0.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Psychology,BESS,Recommended,,,-1,-1,1.0,1.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Sociology,BESS,Recommended,,,-1,-1,1.0,1.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Statistics,MATH,Recommended,,3,-1,-1,-1.0,-1.0,1.0
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zoology,BIOL,Recommended,,,-1,-1,-1.0,-1.0,0.0
NY,Icahn School of Medicine at Mount Sinai,Biochemistry,CHEM,Required,One semester required.,,-1,0,-1.0,0.0,0.0
NY,Icahn School of Medicine at Mount Sinai,Biology,BIOL,Required,One academic year required.,,1,0,0.0,0.0,0.0
NY,Icahn School of Medicine at Mount Sinai,Chemistry,CHEM,Required,One academic year of General Chemistry required along with a semester of Organic Chemistry and a semester of Biochemistry.,,1,0,0.0,0.0,0.0
NY,Icahn School of Medicine at Mount Sinai,Composition & Rhetoric,ENGL,Required,One academic year of English intensive writing courses,,-1,0,-1.0,0.0,0.0
NY,Icahn School of Medicine at Mount Sinai,Physics,PHYS,Required,One semester. Can be satisfied with score of 5 on AP exam.,,-1,0,1.0,0.0,0.0
NY,Icahn School of Medicine at Mount Sinai,Sociology,BESS,Recommended,"Applicants are encouraged to complete coursework which provide exposure to social determinants of health and disparities in health care outcomes. Coursework examples include sociology, public health, political science, global health, bioethics, urban studies, history, and economics.",,-1,-1,-1.0,1.0,1.0
NY,Icahn School of Medicine at Mount Sinai,Statistics,MATH,Required,Biostatistics is preferred.,,-1,0,-1.0,0.0,0.0
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Biology,BIOL,Required,2 Semesters of Biology (lab in both semesters),8,1,0,1.0,-1.0,0.0
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Chemistry,CHEM,Required,"General Chemistry I & II and Organic Chemistry I & II (lab in both semesters or one lab that is 2 credits or more).Please note, Biochemistry does not substitute for Organic Chemistry.",16,1,0,1.0,-1.0,0.0
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Literature,ENGL,Required,2 Semesters of any English or Writing Intensive Course,6,-1,0,1.0,-1.0,0.0
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Physics,PHYS,Required,2 Semesters of Physics (lab optional),6,-1,0,1.0,-1.0,0.0
NY,New York Medical College,Biochemistry,CHEM,Required,1 semester with or without lab (or equivalent),4,1,-1,1.0,-1.0,1.0
NY,New York Medical College,Biology,BIOL,Required,General Biology with Lab - 2 semesters (or equivalent),8,1,-1,1.0,-1.0,1.0
NY,New York Medical College,Chemistry,CHEM,Required,"General Chemistry with lab, 2 semesters (or equivalent)Organic Chemistry with lab, 1 semesters (or equivalent)",12,1,-1,1.0,-1.0,1.0
NY,New York Medical College,Literature,ENGL,Required,2 semesters (or equivalent or successful completion of the English requirement of your school),8,-1,-1,1.0,-1.0,1.0
NY,New York Medical College,Physics,PHYS,Required,2 semesters with lab (or equivalent),8,1,-1,1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Biochemistry,CHEM,Recommended,,,1,-1,-1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Biology,BIOL,Recommended,,,1,-1,1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Biostatistics,MATH,Recommended,,,-1,1,-1.0,1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Cell Biology,BIOL,Recommended,,,-1,-1,-1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Chemistry,CHEM,Recommended,,,1,-1,-1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Creative Writing,ENGL,Recommended,,,-1,1,1.0,1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Molecular Biology,BIOL,Recommended,,,-1,-1,-1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Neuroscience,BIOL,Recommended,,,1,-1,-1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Physics,PHYS,Recommended,,,1,1,1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Psychology,BESS,Recommended,,,-1,1,1.0,-1.0,1.0
NY,NYU Grossman Long Island School of Medicine,Sociology,BESS,Recommended,,,-1,1,-1.0,-1.0,1.0
NY,NYU Grossman School of Medicine,Biochemistry,CHEM,Recommended,,,1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Biology,BIOL,Recommended,,,1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Chemistry,CHEM,Recommended,Inorganic and Organic Chemistry,,1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Composition & Rhetoric,ENGL,Recommended,,,-1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Genetics,BIOL,Recommended,,,-1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Mathematics,MATH,Recommended,,,-1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Physics,PHYS,Recommended,,,1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Psychology,BESS,Recommended,,,-1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Sociology,BESS,Recommended,,,-1,-1,1.0,1.0,1.0
NY,NYU Grossman School of Medicine,Statistics,MATH,Recommended,,,-1,-1,1.0,1.0,1.0
NY,Renaissance School of Medicine at Stony Brook University,Biology,BIOL,Recommended,Labs are recommended not required.,8,1,1,1.0,1.0,1.0
NY,Renaissance School of Medicine at Stony Brook University,Chemistry,CHEM,Recommended,Labs are recommended not required.,15,1,1,1.0,1.0,1.0
NY,Renaissance School of Medicine at Stony Brook University,Composition & Rhetoric,ENGL,Recommended,,3,-1,1,1.0,1.0,1.0
NY,Renaissance School of Medicine at Stony Brook University,Physics,PHYS,Recommended,Lab is recommended not required.,4,1,1,1.0,1.0,1.0
NY,Renaissance School of Medicine at Stony Brook University,Psychology,BESS,Recommended,Other recommended courses would be Anthropology and Sociology.,3,-1,1,1.0,1.0,1.0
NY,Renaissance School of Medicine at Stony Brook University,Statistics,MATH,Recommended,,3,-1,1,1.0,1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Anatomy,BIOL,Recommended,,,1,-1,-1.0,-1.0,-1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Biochemistry,CHEM,Required,,3,-1,0,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Biology,BIOL,Required,,6,1,0,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Composition & Rhetoric,ENGL,Required,,3,-1,-1,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Inorganic Chemistry,CHEM,Required,,6,1,0,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Literature,ENGL,Required,,3,-1,-1,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Organic Chemistry,CHEM,Required,,3,1,0,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Physics,PHYS,Required,,6,1,0,1.0,-1.0,1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Physiology,BIOL,Recommended,,,1,-1,-1.0,-1.0,-1.0
NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Statistics,MATH,Required,,3,-1,0,1.0,1.0,1.0
NY,SUNY Downstate Health Sciences University College of Medicine,Biology,BIOL,Required,General Biology or Zoology including labs,8,1,0,0.0,0.0,1.0
NY,SUNY Downstate Health Sciences University College of Medicine,Chemistry,CHEM,Required,"General or Inorganic Chemistry 1 & 2  including labs* (8 credits) &  Organic Chemistry 1 & 2 including labs (8 credits)  *If your college/university offers an intensive one-semester general or inorganic chemistry course with lab for qualified students, and considers this equivalent to the traditional two-semester course, you may use this to satisfy our requirement for general chemistry. However, you should also take a higher level chemistry course, preferably Biochemistry. In addition, you should indicate in the prerequisite section on the Supplemental Application that the one-semester course is an advanced general or inorganic chemistry course, and upload a copy of the catalog description or a letter from the Department of Chemistry verifying this to your admissions portal. Remember to include your name and AMCAS ID on any communication with us.",16,1,0,0.0,0.0,1.0
NY,SUNY Downstate Health Sciences University College of Medicine,Composition & Rhetoric,ENGL,Required,"In general, the Committee does not accept English courses taken abroad to fulfill the English admission requirement. Courses which have the English department prefix are accepted to fulfill the English requirement. If you have an interdisciplinary course or if your college or university accepts other courses to fulfill writing or English requirements, if accepted, please upload a scanned letter from your college stating this information to your admissions portal. Remember to include your name and AMCAS ID on any communication with us.",6,-1,1,1.0,1.0,1.0
NY,SUNY Downstate Health Sciences University College of Medicine,Physics,PHYS,Required,,8,1,0,0.0,0.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Biochemistry,CHEM,Recommended,,,-1,-1,-1.0,-1.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Biology,BIOL,Required,"One year of biology with laboratory. Biochemistry or botany will not satisfy this requirement. AP credit cannot be used to satisfy this requirement. If your undergraduate college granted you credit through AP coursework, you may take upper level courses in biology with laboratory to satisfy this requirement.",,1,-1,-1.0,-1.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Chemistry,CHEM,Required,"One year of chemistry with laboratory which must include either one year of organic chemistry or one semester of organic and one semester of biochemistry. AP credit cannot be used to satisfy this requirement. If your undergraduate college granted you credit through AP coursework, you may take upper-level courses in chemistry with laboratory to satisfy this requirement.",,1,-1,-1.0,-1.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Genetics,BIOL,Recommended,,,-1,-1,-1.0,-1.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Mathematics,MATH,Required,One semester of either calculus or statistics. AP credit can be used to meet this requirement.,,-1,-1,1.0,-1.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Physics,PHYS,Required,One year of physics with laboratory. AP credit can be used to meet one semester of the physics requirement.,,1,-1,1.0,-1.0,1.0
NY,University of Rochester School of Medicine and Dentistry,Physiology,BIOL,Recommended,,,-1,-1,-1.0,-1.0,1.0
NY,Weill Cornell Medicine,Biology,BIOL,Required,General,,1,1,-1.0,1.0,1.0
NY,Weill Cornell Medicine,Chemistry,CHEM,Required,General and Organic,,1,1,-1.0,1.0,1.0
NY,Weill Cornell Medicine,Literature,ENGL,Required,WCMC requires two semesters of writing-intensive courses,,-1,1,-1.0,1.0,1.0
NY,Weill Cornell Medicine,Physics,PHYS,Required,General,,1,1,1.0,1.0,1.0
OH,Case Western Reserve University School of Medicine,Biochemistry,CHEM,Required,This course must cover metabolism,3,-1,-1,-1.0,1.0,0.0
OH,Case Western Reserve University School of Medicine,Chemistry,CHEM,Required,"Any general chemistry course with labs (require 1 year total), and can also be fulfilled via AP.",6,1,-1,1.0,-1.0,0.0
OH,Case Western Reserve University School of Medicine,Creative Writing,ENGL,Required,"Any English, literature, or writing class will fulfill this requirement (it is very flexible).",3,-1,-1,-1.0,1.0,1.0
OH,Case Western Reserve University School of Medicine,Physical Chemistry,CHEM,Required,"Any chemistry course with lab beyond general chemistry will suffice.  For example, organic chemistry or any other type of chemistry course",3,1,-1,-1.0,-1.0,0.0
OH,Northeast Ohio Medical University,Biology,BIOL,Required,Two semesters of biology,6,-1,0,1.0,1.0,1.0
OH,Northeast Ohio Medical University,Chemistry,CHEM,Required,"Organic Chemistry I & lab,Organic Chemistry II,Biochemistry (one semester, biochemistry lab not required)",9,1,0,1.0,1.0,1.0
OH,Northeast Ohio Medical University,Physics,PHYS,Required,Two semesters of Physics,6,-1,0,1.0,1.0,1.0
OH,Ohio State University College of Medicine,Anatomy,BIOL,Recommended,One semester/quarter course in anatomy recommended.,,-1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Anthropology,BESS,Recommended,,,-1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Biochemistry,CHEM,Required,One semester/quarter course in biochemistry required.,3,-1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Biology,BIOL,Required,Two semesters or three quarters required.,3,-1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Chemistry,CHEM,Required,Two semesters or three quarters that consists of a general chemistry series including laboratory work incorporating quantitative and qualitative analysis is required.,8,1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Composition & Rhetoric,ENGL,Recommended,"Courses that emphasize written and verbal communication. Applicants are required to demonstrate spoken, auditory, reading and writing proficiency in the English language.",,-1,0,1.0,1.0,1.0
OH,Ohio State University College of Medicine,Economics,BESS,Recommended,,,-1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Literature,ENGL,Recommended,"Other courses in humanities are also recommended, such as courses in art, music, drama, literature and languages",,-1,0,1.0,1.0,1.0
OH,Ohio State University College of Medicine,Organic Chemistry,CHEM,Required,Two semesters or three quarters of an organic chemistry series that includes one year of a lab experience or equivalent.,10,1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Physics,PHYS,Required,Two semesters or three quarters with a laboratory experience is required.,8,1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Psychology,BESS,Recommended,,,-1,0,1.0,0.0,1.0
OH,Ohio State University College of Medicine,Sociology,BESS,Recommended,,,-1,0,1.0,0.0,1.0
OH,The University of Toledo College of Medicine and Life Sciences,Anatomy,BIOL,Recommended,RECOMMENDED: Anatomy coursework,,-1,1,1.0,1.0,1.0
